CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime
0.6528818585752763,1.3805399536628513,-5.684341886080802e-14,0.4294112463680775,0.46327988188666336,-0.3401640710827059,1.1770725957100054,0.11675237908333361,0.780449899814371,0.7170794495414731,-0.544297347933736,-0.01968910984071673,-0.6763356207414909,2004-03-10 18:00:00
0.03234903681410193,1.0337135656223009,-5.684341886080802e-14,0.010895340818232355,0.09673282178175678,-0.9000768390385276,1.7454703121989739,-0.4599207184445011,0.3623134531081723,-0.09354702517702261,-0.5791044538397438,-0.09038590959226932,-0.7581944574511479,2004-03-10 19:00:00
0.23919331073449354,1.5947562521584855,-5.684341886080802e-14,-0.05606720406974292,0.032284987038036936,-0.6512267199470514,1.581694698973339,0.14421300277513527,0.3497379208764069,0.18579047624624279,-0.7415376147344475,0.2807722891033829,-0.6955965234967044,2004-03-10 20:00:00
0.23919331073449354,1.462146162613569,-5.684341886080802e-14,-0.022585931625755434,0.06853689408137935,-0.28683904556310386,1.3504820685371484,0.3638979923095485,0.4409105295567059,0.5390702574580196,-0.8459589324524713,0.6342562878611471,-0.6030935036854823,2004-03-10 21:00:00
-0.38133951102668084,0.9317058044339038,-5.684341886080802e-14,-0.47458310961958805,-0.3825979491246595,-0.6512267199470514,1.894795136022347,0.1991342501587386,0.14538552211021963,0.2843801826309247,-0.8227541951817995,0.6106906879439629,-0.5977714121346996,2004-03-10 22:00:00
-0.7950280588674639,0.5491766999774144,-5.684341886080802e-14,-0.7759145616154765,-0.7290050608721537,-1.0245018985842658,2.530629869721871,-0.3500782236772945,-0.15957113451009064,-0.15653489314501384,-0.8227541951817995,0.5871250880267787,-0.6079087293742854,2004-03-10 23:00:00
-0.7950280588674639,0.4879720432643761,-5.684341886080802e-14,-0.9600615600574084,-0.970684441161103,-1.2644645134224752,0.030643303130560722,-0.871830073821526,-0.34820411798657125,-0.7480731314531053,-0.8111518265464633,0.44573148852367267,-0.6699997974667499,2004-03-11 00:00:00
-1.0018723327878551,0.23805302835280298,-5.684341886080802e-14,-1.01028346872339,-1.0431882552477878,-1.2644645134224752,0.030643303130560722,-0.8992906975133276,-0.34820411798657125,-0.7562889403184955,-0.8807660383584793,0.6342562878611471,-0.6449099372987744,2004-03-11 01:00:00
-1.1052944697480507,0.023836729857168924,-5.684341886080802e-14,-1.177689830943328,-1.2969516045511846,-1.4155520857280144,0.030643303130560722,-1.338660676582154,-0.5274054522892277,-1.0575352653828012,-0.8807660383584793,0.6165820879232591,-0.6585953155722154,2004-03-11 02:00:00
-1.4155608806286382,-0.40459586713409923,-5.684341886080802e-14,-1.2781336482752907,-1.4902951087823442,0.3788060044645919,0.030643303130560722,0.11925818324134098,-0.6563046576648228,-1.3834290170432775,-0.927175512899823,0.6460390878197394,-0.6917950295318596,2004-03-11 03:00:00
0.19032587932744754,-0.39949547907467936,-5.684341886080802e-14,-1.3450961931632657,-1.627246757612749,-1.6288521878064226,0.030643303130560722,-2.052636892568997,-0.7757722138665939,-1.5367907825305605,-0.9503802501704951,0.6637132877576274,-0.7049735419433213,2004-03-11 04:00:00
-1.3121387436684424,-0.11897413580658713,-5.684341886080802e-14,-1.3785774656072536,-1.6876666026849863,-1.6732897090727576,0.030643303130560722,-2.217400634719807,-0.822930459735714,-1.5997786504985516,-0.8459589324524713,0.4103830886478966,-0.7300634021112967,2004-03-11 05:00:00
-1.3121387436684424,-0.19037956863846514,-5.684341886080802e-14,-1.2948742844972845,-1.522519026154204,-1.5133146325139515,0.030643303130560722,-1.6681881608837739,-0.7003190204760017,-1.462848502742049,-0.9039707756291512,0.5223196882545218,-0.7333580302141623,2004-03-11 06:00:00
-0.8984501958276594,0.27885613282816185,-5.684341886080802e-14,-1.0270241049453837,-1.0633282036052003,-0.9445143603048627,0.030643303130560722,-0.7345269553625177,-0.32934081963892314,-0.7562889403184955,-0.9387778815351592,0.6106906879439629,-0.7171383226308246,2004-03-11 07:00:00
0.03234903681410193,1.2428294760585152,-5.684341886080802e-14,-0.22347356628968099,-0.12480661014978016,-0.26906403705656984,1.5624269797703232,0.08929175539153196,0.2302703646746359,0.2624713589898843,-0.8691636697231432,0.4810798883994492,-0.7194192190097315,2004-03-11 08:00:00
0.23919331073449354,1.3346364611280725,-5.684341886080802e-14,0.0276359770402261,0.11687277013916922,-0.6690017284535854,1.2878619811273468,-0.21277510521828624,0.43776664649876457,0.05981474031026035,-0.9039707756291512,0.6696046877369236,-0.6476976995396605,2004-03-11 09:00:00
-0.27791737406648526,0.7327906701165293,-5.684341886080802e-14,-0.5080643820635757,-0.4188498561680019,-0.8200893007591246,1.9574152234321487,-0.2951569762936912,0.007054667560800539,-0.4002705561515885,-0.8691636697231432,0.5399938881924099,-0.6829248769472219,2004-03-11 10:00:00
-0.48476164798687665,0.45736971490785694,-5.684341886080802e-14,-0.7256926529494951,-0.6806691848143638,-0.9711768730646637,2.487277501515085,-0.4599207184445011,-0.2570315093062723,-0.9178665146711685,-0.9039707756291512,0.5105368882959296,-0.733611463145152,2004-03-11 11:00:00
-0.38133951102668084,0.7480918342947889,-5.684341886080802e-14,-0.6922113805055075,-0.6323333087565739,-0.8911893347852606,2.357220396894728,-0.37753884736909615,-0.1344200700465599,-0.9370367353570789,-1.019994461982511,1.0348714864532795,-0.5818051374823515,2004-03-11 12:00:00
-0.07107310014609387,1.0031112372657818,-5.684341886080802e-14,-0.34065801984363764,-0.24967428996573734,-0.5179141561480461,1.6876671545899262,0.08929175539153196,0.2931480258334628,-0.5673253364145218,-1.1592228856065425,1.6004458844657028,-0.46978778198492616,2004-03-11 13:00:00
0.9631482694558633,1.4366442223164697,-5.684341886080802e-14,0.3624487014801022,0.4149440058288735,0.024223603301241552,0.8254367202549657,0.5286617344603585,0.8999174560161419,0.08446216690643082,-1.1940299915125505,1.8773416834926173,-0.3828602866554762,2004-03-11 14:00:00
0.23919331073449354,1.1255205506918584,-5.684341886080802e-14,-0.08954847651373042,0.008117049009141999,-0.18018899452389972,1.3023127705296087,0.47374048707675515,0.6389751622070104,-0.16475070201040398,-1.1592228856065425,1.8007534837617687,-0.372216103553911,2004-03-11 15:00:00
0.23919331073449354,1.0337135656223009,-5.684341886080802e-14,-0.17325165762369943,-0.07647073409199029,-0.10020145624449661,1.4034682963454421,0.6110436055357634,0.4629177109622953,-0.1346260695039734,-0.996789724711839,1.294093085542307,-0.4251835861307479,2004-03-11 16:00:00
0.9631482694558633,1.4978488790295081,-5.684341886080802e-14,0.3122267928141207,0.3585521504281186,0.34417375641885395,0.945859965273815,0.72088610030297,0.8653347423787872,0.26794856490014435,-0.9851873560765029,1.082002686287648,-0.5225018316307735,2004-03-11 17:00:00
0.19032587932744754,2.50772571479464,-5.684341886080802e-14,1.919327870125526,1.5629210622013832,0.6818989180430004,-0.0608783630837647,1.1602560793717964,2.009708175469436,1.1032224662148105,-0.927175512899823,0.8816950869915822,-0.5529137833495315,2004-03-11 18:00:00
0.19032587932744754,-0.0730706432718084,-5.684341886080802e-14,-0.1230297489577182,2.2436513166819236,1.5884243518762355,-0.5281205537568998,1.736929176899631,0.039325363093483355,1.9111103379781762,-0.996789724711839,1.1821564859356815,-0.48854181887816045,2004-03-11 19:00:00
0.19032587932744754,2.808648610300412,-5.684341886080802e-14,2.455028229229328,1.9053001842773947,1.3040242157716913,-0.330626431925987,1.5447048110570196,2.349247545727101,1.7741801902216734,-1.008392093347175,1.0937854862462404,-0.5356803440422352,2004-03-11 20:00:00
1.9973696390578204,1.140821714870118,-5.684341886080802e-14,0.5800769723660217,0.5841195720311381,0.3175112436590529,0.7001965454353625,0.7483467239947716,0.8276081456834911,0.763635699778684,-1.066403936523855,0.8699122870329898,-0.7166314567688453,2004-03-11 21:00:00
-0.48476164798687665,-0.6341133298079928,-5.684341886080802e-14,-0.7759145616154765,-0.7330330505436361,-0.9800643773179307,2.4728267121128233,-0.6521450842871127,-0.34820411798657125,-0.5070760714016606,-1.1708252542418787,0.8345638871572134,-0.8468959832975255,2004-03-11 22:00:00
-1.0018723327878551,-0.8993335088978255,-5.684341886080802e-14,-1.1274679222773465,-1.2163918111215348,-1.3977770772214804,0.030643303130560722,-1.5308850424247658,-0.6028586456798201,-1.243760266331645,-1.1708252542418787,0.6813874876955155,-0.9097473501829587,2004-03-11 23:00:00
-0.27791737406648526,-0.0475687029747091,-5.684341886080802e-14,-0.5750269269515508,-0.5074656289406166,-0.7312142582264545,2.1308246962592916,-0.32261759998549283,-0.21616102955303482,-0.5207690861773109,-1.1592228856065425,0.545885288171706,-0.9652491620696919,2004-03-12 00:00:00
-0.07107310014609387,-0.231182673113824,-5.684341886080802e-14,-0.4913237458415818,-0.41079387682503693,-0.6334517114405173,2.097106187654014,0.03437050800792865,-0.2067293803792108,-0.47695143889523,-1.2288370974185585,0.6165820879232591,-0.9981954430983464,2004-03-12 01:00:00
-0.5881837849470725,-0.5168044044413361,-5.684341886080802e-14,-0.8763583789474394,-0.8579007303595934,-1.0867144283571348,2.814828727966355,-0.4873813421363028,-0.43937672666687017,-0.8603558526134374,-1.2984513092305743,0.7403014874884761,-1.0063052968900152,2004-03-12 02:00:00
-1.2087166067082467,-1.0217428223239022,-5.684341886080802e-14,-1.244652375831303,-1.4379312430530717,0.3788060044645919,0.030643303130560722,0.11925818324134098,-0.8072110444460073,-1.3533043845368469,-1.3100536778659102,0.7697584873849566,-1.01010679085486,2004-03-12 03:00:00
0.19032587932744754,-1.3175653297702539,-5.684341886080802e-14,-1.3785774656072536,-1.711834540713881,-1.6288521878064226,0.030643303130560722,-2.1075581399526,-0.9738368465168985,-1.7038455627934936,-1.4144749955839342,0.9818488866396156,-1.0134014189577254,2004-03-12 04:00:00
-1.4155608806286382,-1.2359591208195362,-5.684341886080802e-14,-1.3953181018292473,-1.7319744890712936,-1.5488646495270195,0.030643303130560722,-1.7780306556509806,-0.9078153023001303,-1.6764595332421932,-1.3912702583132621,0.9288262868259506,-1.0172029129225704,2004-03-12 05:00:00
-1.2087166067082467,-0.8279280760659475,-5.684341886080802e-14,-1.261393012053297,-1.4500152120675194,-1.3177895389420773,0.030643303130560722,-1.0365938159723358,-0.6940312543601189,-1.4217694584150984,-1.333258415136582,0.805106887260733,-1.0169494799915806,2004-03-12 06:00:00
-0.5881837849470725,0.008535565678909346,-5.684341886080802e-14,-0.8261364702814579,-0.8095648543018035,-0.8467518135189256,2.7714763597595695,-0.1303932341428813,-0.2601753923642136,-0.7069940871261544,-1.3796678896779262,0.9347176868052463,-0.9961679796504291,2004-03-12 07:00:00
2.514480323858799,2.5383280431511595,-5.684341886080802e-14,1.4338494196877054,1.2285979194683363,0.9129740286279427,0.41118075739012433,0.88564984245378,1.4343775758661703,1.07857503961864,-1.2752465719599022,0.8168896872193253,-0.9497897532793232,2004-03-12 08:00:00
0.19032587932744754,2.324111744655525,-5.684341886080802e-14,2.1369561410114457,1.6998727110317877,0.3788060044645919,-0.21502011670789173,0.11925818324134098,1.9311110990209026,1.59343239518309,-1.054801567888519,0.4103830886478966,-0.934076911557965,2004-03-12 09:00:00
1.1699925433762548,1.3295360730686527,-5.684341886080802e-14,0.7809646070299473,0.7532951382334027,-0.1535264817640987,0.4834347044014339,0.3638979923095485,0.8433275609731978,0.6321827579324414,-0.59070682247508,-0.4438699083500335,-0.9951542479264707,2004-03-12 10:00:00
