PC1,PC2,PC3,PC4,PC5,CO(GT)
1.1240352265878542,-0.861029023860859,0.16808595293226414,0.9055683366769791,0.7673330724901034,0.6528818585752763
-0.232503957761305,-1.1005152880859033,0.32777474415021823,1.3345854228529646,0.6925474044670951,0.03234903681410197
0.3531856698408273,-0.6434607309084229,0.3455596730354308,1.308101139131076,0.7168114571413726,0.2391933107344936
0.7558930031808172,-0.34582469213427913,0.33161682543680604,1.313038369530332,0.6822024157334035,0.2391933107344936
-0.2953542703082608,-0.2902424526058635,0.39538629615717036,1.6623228340341838,0.7589084215557581,-0.3813395110266808
-1.4070036359432532,-0.49317139874084703,0.5186842672221004,2.005074333121561,0.7721519684532556,-0.7950280588674639
-1.7686913229962342,-0.9978392137315505,-1.1783556432930558,-0.8223426814076185,-0.6716169292406258,-0.7950280588674639
-1.8985023313009624,-0.9544909194593852,-1.1250524246455746,-0.6698949566511077,-0.6906263709487223,-1.0018723327878551
-2.4501829437653084,-1.0706227444094947,-1.0300742732667931,-0.47791078813376314,-0.9847462500254587,-1.1052944697480507
-1.988899731065336,0.8925169218953986,-1.3074694704324845,-0.3407575065030312,-0.10160302790227685,-1.4155608806286382
-3.2683429363406766,-1.281182565708608,-0.8482854537702791,-0.11809264446123077,-1.4121766766548567,0.1903258793274476
-3.2679006870952505,-1.362145838262534,-0.7401664816821732,-0.041057967835513215,-1.5729375048106937,-1.3121387436684424
-2.888471896638592,-1.066878740363957,-0.716781891122056,0.08365658840835793,-1.2546658143034526,-1.3121387436684424
-1.6104951517127881,-0.5991448484810484,-0.7277851034258637,-0.013566745363604943,-0.7155754412331674,-0.8984501958276594
-0.12635999017810404,-0.49366642582752157,-0.6405474152874294,-0.0942580202963165,0.9260328679699286,0.03234903681410197
0.018587282920346337,-1.0551948976731609,-0.4488523729880898,0.04186272583889131,0.7244579254637004,0.2391933107344936
-1.2092033130028124,-0.7308974145358279,-0.423268581658583,0.43863896885268666,0.9130106993347443,-0.2779173740664852
-2.02725084596073,-0.6597267898634781,-0.33308171290387756,0.7726257303882491,1.1023828967599423,-0.4847616479868766
-1.7402099234922546,-0.6577027152484062,-0.2412097737560605,0.8281470586890067,1.071435136901776,-0.3813395110266808
-0.5966753805760262,-0.5351800377623586,-0.20341356860819126,0.7378240172014024,1.0493794067526232,-0.07107310014609383
1.128018604972915,-0.5391859100868226,-0.15766428038485247,0.5127663367270304,1.0042387605217882,0.9631482694558633
0.2872825595718424,-0.3782377208914873,-0.10183310377578547,0.8076776047504984,1.0956873568551437,0.2391933107344936
0.1962369701190976,-0.11587993654476728,-0.07377695500450504,0.9449779734573347,1.117392985693406,0.2391933107344936
1.3399268548023593,-0.18272055784591723,0.0010786789572714275,0.7996310461787145,1.0693531967514411,0.9631482694558633
4.070990615543005,-0.8761473233198659,0.1932665560472624,0.45629443457045676,1.261814134866247,0.1903258793274476
2.914135046908663,1.5253819823609422,-0.3360618804616547,0.6795050054547849,0.2727196139352628,0.1903258793274476
5.300489421134838,-0.6325572523822195,0.26927380693975767,0.4187319513959873,1.4068726387236776,0.1903258793274476
1.7665243136973932,-0.13576856671354565,0.24796010492497111,1.1887910436820404,0.8319130013576144,1.9973696390578204
-2.1271177524214995,-0.42593326560659694,0.37570071375305436,2.1030014399052175,0.7581145250634503,-0.4847616479868766
-2.362445978561492,-0.7239397403458431,0.4776822810519932,2.0997990400368542,-1.4100329554439783,-1.0018723327878551
-1.9787711729059316,-0.6387701090690633,-1.244189420962472,-0.5622819806737285,1.2578511522310465,-0.2779173740664852
-1.7953443033523402,-0.39495686882437353,-1.215926402567112,-0.41359257676606237,1.433635447936192,-0.07107310014609383
-2.9428615933489515,-0.6524652828661991,-1.0794692576318932,-0.07466124077994954,1.4866000238819723,-0.5881837849470725
-2.2223986382446337,1.0194431100598895,-1.36517885755286,-0.25262332333714305,-0.0828388280047582,-1.2087166067082467
-3.802094029071437,-1.0973462173853736,-0.9236203542284006,0.05193717833326558,-1.3896973055642465,0.1903258793274476
-3.617523160487868,-0.9011413171354776,-0.8725468574159019,0.1675626812729594,-1.2434253787192706,-1.4155608806286382
-2.844844861293737,-0.5849427432630555,-0.82848957866636,0.20224099711271393,-0.8507755293870428,-1.2087166067082467
-2.288599686129837,-0.4107430993328199,-0.7154931753444506,0.38330231393961733,1.5330499246785343,-0.5881837849470725
3.149893610950268,-0.6183703268147525,-0.6191648381288329,-0.6916237926740108,1.326799227771022,2.514480323858799
